loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q30084324,0,4.75,0.0,769,N,274000,75,31,4.75,GA,-3647.73955231358
F09Q40128368,0,5.0,0.0,748,N,133000,75,55,5.0,CT,-1720.2362691119677
F09Q20679239,0,5.25,0.0,736,N,79000,40,27,5.25,MS,-9367.775547799753
F09Q30289880,0,5.375,0.0,759,Y,200000,76,43,5.375,UT,-8161.379853135369
F09Q40166931,0,5.375,0.0,702,N,403000,123,999,5.375,MD,-1533.979555582926
F09Q20370737,0,4.5,0.0,798,N,143000,69,22,4.5,ID,-2185.730969731461
F09Q40209838,0,4.5,0.0,819,N,62000,75,20,4.5,AL,-6263.847186229215
F09Q20545202,0,4.875,0.0,552,N,118000,86,999,4.875,IL,-1214.860133094898
F09Q20262722,0,5.625,0.0,703,N,48000,80,39,5.625,GA,-1310.1690182288803
F09Q20116594,0,4.75,0.0,780,N,175000,68,35,4.75,FL,-1476.24960672502
F09Q20169263,0,5.125,0.0,754,N,263000,75,45,5.125,IL,-7044.211189749128
F09Q20460879,0,5.25,0.0,796,Y,329000,90,30,5.25,FL,-5648.304542006486
F09Q40272131,0,5.05,0.0,677,N,222000,84,999,5.05,WI,-6758.035343244026
F09Q40326600,0,5.125,0.0,715,N,402000,67,999,5.125,CA,-4005.487872123911
F09Q20126645,0,4.75,0.0,783,N,166000,77,50,4.75,NH,-3252.233653637677
F09Q30265027,0,4.75,0.0,716,N,143000,53,26,4.75,AZ,-8983.846755960667
F09Q20671625,0,4.375,0.0,782,N,233000,71,48,4.375,TX,-4233.437403384454
F09Q30327218,0,5.25,0.0,784,N,61000,80,32,5.25,PA,-3043.0705428358274
F09Q20716789,0,4.875,0.0,719,N,612000,91,999,4.875,HI,-3135.796885054689
F09Q20491748,0,4.875,0.0,790,N,132000,80,19,4.875,OH,-7458.348231596985
F09Q20623542,0,4.75,0.0,780,N,268000,75,43,4.75,UT,-1174.8388682703944
F09Q20186929,0,5.1,0.0,773,N,123000,70,999,5.1,IL,-2254.2365492701465
F09Q30344916,0,4.625,0.0,767,N,190000,82,47,4.625,IA,-6392.66378136954
F09Q30025952,0,4.695,0.0,793,N,77000,41,14,4.695,IL,-1002.9296087170084
F09Q20456973,0,5.0,0.0,727,N,212000,80,53,5.375,FL,-2824.8756949216468
F09Q30147525,0,5.375,0.0,570,N,207000,41,999,5.375,WI,-8558.114005380372
F09Q30370585,0,4.375,0.0,767,N,171000,73,49,4.375,OH,-3789.832408463944
F09Q30068224,0,6.375,0.0,699,N,72000,80,41,6.375,OR,-5400.798893520141
F09Q20578361,0,4.25,0.0,765,N,295000,62,23,4.25,NY,-8970.70950950829
F09Q30323283,0,5.75,0.0,797,N,108000,80,30,5.75,CA,-8464.748366711246
F09Q30315817,0,5.125,0.0,737,Y,52000,80,36,5.125,OH,-5692.43653921164
F09Q20169530,0,4.625,0.0,813,N,67000,30,11,4.625,MA,-9061.583965193664
F09Q40308086,0,5.125,0.0,770,N,725000,61,31,5.125,NY,-8975.555961432441
F09Q20317032,0,4.875,0.0,773,N,156000,80,14,4.875,FL,-6783.910671731873
F09Q40200908,0,4.75,0.0,769,Y,125000,80,26,4.75,NV,-5044.02327937039
F09Q20109351,0,5.25,0.0,783,N,240000,80,22,5.25,AL,-3609.324176171473
F09Q30188452,0,5.875,0.0,726,N,110000,37,48,5.875,NY,-9398.170626122395
F09Q20164390,0,4.75,0.0,761,N,215000,42,19,4.75,GA,-4811.568494214471
F09Q30399626,0,4.75,0.0,762,N,281000,52,34,4.75,CA,-4418.770564227757
F09Q30275203,0,5.0,0.0,786,N,208000,91,30,5.0,IN,-2199.4619471514256
F09Q20456282,0,5.0,0.0,783,N,225000,79,35,5.0,UT,-4915.662556408559
F09Q20132602,0,4.75,0.0,774,Y,173000,95,16,4.75,SC,-4234.254017027951
F09Q20140152,0,4.625,0.0,760,Y,200000,72,55,4.625,MN,-1346.3790084303516
F09Q20594000,0,5.25,0.0,789,N,444000,73,33,5.25,NJ,-5502.417877305359
F09Q30066294,0,4.875,0.0,792,N,101000,51,31,4.875,WI,-6918.221229560075
F09Q20039771,0,4.625,0.0,793,N,160000,70,22,4.625,GA,-2992.531471852167
F09Q40202529,0,4.875,0.0,808,N,103000,47,34,4.875,MD,-6283.937512954657
F09Q40233783,0,4.75,0.0,768,N,103000,85,999,4.75,OR,-6754.33633032251
F09Q20350640,0,5.0,0.0,806,N,195000,58,16,5.0,PA,-3551.023794199716
F09Q30370663,0,4.375,0.0,793,N,98000,80,16,4.375,NM,-2991.70482493741
F09Q20012038,0,5.0,0.0,723,N,106000,49,17,5.0,NC,-5221.025470308765
F09Q20516580,0,4.25,0.0,798,N,100000,43,26,4.25,CA,-3365.8068613482515
F09Q20477622,0,4.875,0.0,666,N,131000,75,25,4.875,MI,-5610.6985608199175
F09Q40202784,0,4.875,0.0,730,Y,157000,95,37,4.875,NC,-4650.017557197363
F09Q30390000,0,5.25,0.0,728,N,360000,80,40,5.25,CA,-9818.550253076148
F09Q20538828,0,5.125,0.0,794,N,210000,78,27,5.125,NJ,-6056.5130096906905
F09Q30128427,0,4.75,0.0,805,N,270000,82,17,4.75,OH,-5551.161820482789
F09Q20517904,0,5.625,0.0,669,N,220000,48,22,5.625,CO,-4311.444903616485
F09Q20024445,0,4.5,0.0,706,N,209000,65,23,4.5,TX,-4184.290917557735
F09Q20417924,0,6.25,0.0,678,N,113000,75,24,6.25,FL,-1051.6303585243695
F09Q40365763,0,4.75,0.0,584,N,113000,41,999,4.75,MT,-7400.893692335007
F09Q20071662,0,5.0,0.0,802,N,136000,78,22,5.0,PA,-7960.569622467717
F09Q20124193,0,5.125,0.0,795,N,119000,80,21,5.125,CO,-2601.1230764493903
F09Q20703108,0,5.0,0.0,764,N,111000,69,32,5.0,OK,-3877.275042878639
F09Q20149975,0,4.875,0.0,792,N,122000,47,10,4.875,AZ,-8822.798972616587
F09Q30254860,0,4.25,0.0,809,N,265000,77,40,4.25,TX,-1156.271993879804
F09Q30246353,0,4.625,0.0,785,N,111000,56,26,4.625,CO,-9583.535194578024
F09Q30330146,0,5.625,0.0,801,N,144000,75,30,5.625,AZ,-8077.262292247617
F09Q20300389,0,4.875,0.0,758,N,242000,63,999,4.875,CA,-2863.2670239211843
F09Q40012038,0,5.0,0.0,755,N,240000,79,27,5.0,IL,-6821.301960467026
F09Q40102068,0,4.875,0.0,765,N,142000,67,35,4.875,CO,-3215.5376971354635
F09Q20665843,0,5.625,0.0,685,N,107000,71,33,5.625,NY,-7189.805002842689
F09Q20621138,0,5.375,0.0,761,N,417000,80,40,5.375,NC,-3679.4700150766175
F09Q10140928,RA,4.875,-76141.12,737,N,217000,93,49,4.875,TN,-73884.22414110905
F09Q30148749,0,4.875,0.0,637,N,68000,80,20,4.875,NY,-8518.933822094543
F09Q20476516,0,5.0,0.0,624,N,102000,62,40,5.0,VT,-9550.143293548836
F09Q20170829,0,4.625,0.0,792,N,119000,75,18,4.625,SC,-5623.34038858751
F09Q40105790,0,5.0,0.0,786,N,292000,79,24,5.0,IL,-7937.012730801919
F09Q40211109,0,3.625,0.0,603,N,103000,88,999,5.5,WA,-5001.867138118229
F09Q20392253,0,4.25,0.0,749,N,177000,64,34,4.25,CT,-8911.118241515627
F09Q20574244,0,4.875,0.0,757,N,140000,80,999,4.875,FL,-2140.046227089512
F09Q20500284,2,4.875,0.0,754,N,121000,79,32,4.875,AZ,-9993.070558729283
F09Q30030707,0,4.875,0.0,759,N,63000,79,23,4.875,IN,-7975.159710242336
F09Q20368149,0,5.0,0.0,775,Y,81000,80,30,5.0,MI,-3644.613968812044
F09Q20426245,0,4.875,0.0,769,N,254000,68,30,4.875,MA,-2765.8744375659608
F09Q30212839,0,4.875,0.0,791,N,150000,80,12,4.875,NV,-7810.586247439986
F09Q20093530,0,4.75,0.0,696,N,251000,74,8,4.75,PA,-5817.783040237274
F09Q30100781,0,4.375,0.0,788,N,262000,89,999,4.375,NJ,-2566.9535487064804
F09Q20573247,0,4.0,0.0,736,N,75000,79,23,4.0,PR,-7768.412235599976
F09Q20066002,0,4.875,0.0,793,N,180000,70,52,4.875,FL,-6017.384690819849
F09Q30110763,0,4.75,0.0,785,N,73000,54,44,4.75,MI,-9290.633939874717
F09Q30078288,0,5.25,0.0,758,N,193000,80,18,5.25,IN,-3399.8984810142565
F09Q40069396,0,5.25,0.0,790,N,244000,75,49,5.25,OR,-4716.932109043329
F09Q20700838,0,4.875,0.0,751,Y,304000,80,50,4.875,MD,-8846.963599816223
F09Q30189220,0,4.75,0.0,772,N,147000,63,31,4.75,PA,-1046.8052940493358
F09Q30373897,0,4.75,0.0,798,N,125000,54,36,4.75,NH,-9958.406651666275
F09Q20196571,0,4.875,0.0,811,N,226000,94,999,4.875,MI,-4994.28535536322
F09Q30372752,0,5.25,0.0,783,N,224000,48,20,5.25,CA,-3939.488672560554
F09Q20085917,0,4.875,0.0,785,N,237000,79,24,4.875,UT,-3453.959793713017
F09Q40235226,0,4.25,0.0,789,N,82000,73,15,4.25,IN,-5931.196248925078
F09Q20308603,0,4.625,0.0,791,N,110000,40,29,4.625,NC,-7701.418752948857
F09Q20235468,0,4.625,0.0,791,N,133000,75,47,4.625,AL,-3752.8488492291326
F09Q20656404,0,5.5,0.0,793,Y,145000,90,46,5.5,MN,-1525.4113664072554
F09Q20716845,4,5.625,-45075.17,752,N,192000,80,41,5.625,CA,-41847.36357628277
F09Q20045320,0,4.625,0.0,734,N,140000,70,31,4.625,KY,-9362.755695311063
F09Q20157013,0,4.75,0.0,790,N,70000,37,27,4.75,TX,-9293.033055774593
F09Q40137155,0,5.375,0.0,773,N,119000,75,14,5.375,TX,-7456.656682425473
F09Q40007201,0,5.125,0.0,819,N,160000,80,32,5.125,TX,-4322.385846419667
F09Q40252806,0,5.0,0.0,799,N,132000,68,999,5.0,NC,-5511.558447777429
F09Q30030906,0,5.25,0.0,720,N,117000,70,29,5.25,CT,-7891.67903358845
F09Q30162138,0,5.375,0.0,725,N,213000,64,36,5.375,CT,-5670.620366885971
F09Q30215140,0,5.5,0.0,812,N,227000,55,42,5.5,CA,-2744.8408690979545
F09Q20252432,0,5.5,0.0,760,N,140000,80,5,5.5,TN,-4284.621381108473
F09Q30416632,0,4.99,0.0,776,N,156000,73,39,4.99,WA,-7792.955187583546
F09Q40107624,0,5.125,0.0,755,N,179000,80,42,5.125,MI,-6335.055176905146
F09Q20559553,0,5.0,0.0,711,N,268000,83,999,5.0,MD,-6193.329559647932
F09Q20403879,0,5.0,0.0,808,N,48000,35,45,5.0,OH,-5365.947021715304
F09Q20614777,0,4.5,0.0,774,N,417000,72,38,4.5,FL,-3778.637388673856
F09Q40223140,0,4.75,0.0,704,N,145000,62,23,4.75,WA,-1484.6799625063047
F09Q30216090,0,5.25,0.0,811,N,102000,80,39,5.25,IL,-3974.846462624726
F09Q20239802,0,4.875,0.0,693,N,128000,80,35,4.875,AL,-8405.6442133043
F09Q30318588,0,4.75,0.0,760,N,100000,44,27,4.75,CA,-5393.64672291635
F09Q20606454,0,4.375,0.0,788,N,231000,72,21,4.375,IL,-1842.0457198441927
F09Q20381538,0,5.0,0.0,810,N,212000,51,11,5.0,CA,-8630.296066489907
F09Q40417445,0,5.25,0.0,776,N,159000,70,15,5.25,CA,-9643.299426725109
F09Q40112690,0,5.0,0.0,707,N,262000,86,999,5.0,IL,-4245.086928092827
F09Q20227638,0,4.875,0.0,783,N,138000,80,19,4.875,WI,-1905.489883758452
F09Q40290474,0,4.75,0.0,802,Y,259000,75,23,4.75,CA,-4869.198314210152
F09Q30123458,0,4.625,0.0,694,N,150000,41,20,4.625,PA,-8101.572365084207
F09Q40411967,0,4.75,0.0,791,N,111000,59,17,4.75,MD,-1094.548692940661
F09Q40224520,0,5.625,0.0,725,N,79000,80,55,5.625,PA,-2863.0361768089856
F09Q30255535,0,4.75,0.0,765,N,273000,58,25,4.75,CA,-2894.4578492053843
F09Q30003944,0,4.875,0.0,803,N,100000,72,13,4.875,ND,-3151.449851596863
F09Q20325580,0,4.25,0.0,796,N,183000,95,25,4.25,WA,-2506.34442969768
F09Q30013340,0,4.675,0.0,783,N,131000,31,15,4.675,MA,-1622.656132562894
F09Q20037041,0,4.875,0.0,810,N,33000,42,11,4.875,IN,-1121.2866062183466
F09Q20160545,0,4.625,0.0,750,N,225000,67,32,4.625,TX,-5852.451021280684
F09Q20665469,0,5.5,0.0,793,N,93000,34,14,5.5,MO,-9915.26492497002
F09Q20439376,0,4.625,0.0,800,N,95000,80,15,4.625,OH,-9914.615055567385
F09Q20107168,0,4.625,0.0,754,N,182000,70,42,4.625,MD,-1441.3635432908766
F09Q20509984,39,4.0,-133691.21,738,N,263000,99,999,5.375,SC,-145239.07370613277
F09Q30063650,7,5.0,0.0,680,N,159000,94,999,5.0,AZ,-9521.310087828111
F09Q20686090,0,4.875,0.0,813,N,130000,26,47,4.875,CA,-8224.846316520638
F09Q40226866,0,4.5,0.0,791,N,193000,55,35,4.5,PA,-4295.2847609878745
F09Q20463117,0,4.5,0.0,747,N,350000,46,45,4.5,OH,-7942.699811946295
F09Q40449722,0,4.0,0.0,794,N,300000,59,32,4.0,NC,-3886.623044885846
F09Q40429586,0,4.75,0.0,761,N,120000,75,28,4.75,NC,-7643.176145843135
F09Q30424054,0,5.25,0.0,781,Y,208000,80,49,5.25,MD,-5602.800607588732
F09Q30367108,0,5.25,0.0,734,N,87000,80,35,5.25,FL,-5762.782971471311
F09Q20283315,0,4.75,0.0,797,N,75000,47,14,4.75,SC,-2848.0492456520656
F09Q30257654,0,5.25,0.0,731,N,80000,54,40,5.25,TX,-8547.574468137447
F09Q20651118,0,4.875,0.0,775,Y,100000,69,38,4.875,CA,-3921.4987582998233
F09Q30354508,0,5.25,0.0,748,N,220000,78,26,5.25,NJ,-5103.89966422178
F09Q30057223,0,4.875,0.0,705,N,148000,83,33,4.875,OR,-1825.87365059456
F09Q40051762,0,4.95,0.0,779,N,114000,80,14,4.95,ID,-1216.5922972711485
F09Q20464089,0,4.5,0.0,751,N,417000,77,14,4.5,IL,-4174.541762154566
F09Q20257325,0,5.0,0.0,760,N,407000,71,35,5.0,CA,-5053.8564423802845
F09Q20419692,0,4.875,0.0,804,N,80000,52,40,4.875,KY,-1659.9590524899097
F09Q40223141,0,4.75,0.0,762,N,279000,71,999,4.75,KS,-4630.6810723946965
F09Q30255986,0,4.75,0.0,776,N,300000,77,28,4.75,MA,-1795.6960882228257
F09Q40040515,0,4.75,0.0,700,N,250000,58,46,4.75,CT,-7165.608215191786
F09Q20316091,0,4.625,0.0,684,N,391000,68,20,4.625,NY,-1862.0740105778475
F09Q40041595,0,5.25,0.0,760,N,119000,95,31,5.25,IN,-1515.6063831579809
F09Q30112835,0,5.125,0.0,725,N,408000,80,38,5.125,OR,-2211.1206214230037
F09Q40401166,0,4.625,0.0,822,N,167000,29,11,4.625,MT,-5542.698855307376
F09Q30378346,0,5.625,0.0,675,Y,158000,77,15,5.625,WA,-2255.8530272479707
F09Q20469001,0,4.625,0.0,804,N,164000,87,999,4.625,ID,-1892.645801793755
F09Q30095479,0,4.75,0.0,768,N,417000,73,15,4.75,PA,-1002.5105897011176
F09Q40339857,0,5.25,0.0,759,N,256000,90,999,5.25,NY,-4150.032676235109
F09Q20637049,0,4.875,0.0,745,N,357000,96,999,4.875,FL,-5386.713852044837
F09Q40026902,0,5.25,0.0,738,N,143000,78,43,5.25,CA,-2071.5854149710785
F09Q30184935,0,5.0,0.0,782,N,294000,90,29,5.0,IL,-7476.466230191208
F09Q30061491,0,4.75,0.0,770,N,123000,35,26,4.75,MT,-3374.67202369996
F09Q20334139,0,4.75,0.0,705,N,207000,57,37,4.75,WI,-4375.001273951039
F09Q40097684,0,5.125,0.0,769,N,175000,25,45,5.125,LA,-1553.5040857259046
F09Q30431579,0,6.125,0.0,772,N,59000,80,28,6.125,TX,-7146.133196964929
F09Q20241746,0,5.625,0.0,624,N,130000,74,35,5.625,LA,-9855.727816817089
F09Q20531317,0,4.66,0.0,786,N,417000,37,24,4.66,VA,-6669.956985139125
F09Q20617114,0,5.5,0.0,715,Y,273000,80,49,5.5,IL,-2504.8025374116373
F09Q20609290,0,4.25,0.0,795,N,116000,49,30,4.25,NC,-6180.788452778696
F09Q20328428,35,5.25,0.0,795,N,562000,70,38,5.25,NJ,-8532.93200695234
F09Q40289166,0,4.75,0.0,800,N,101000,77,18,4.75,TN,-3104.376010284819
F09Q20107462,0,4.5,0.0,734,N,80000,58,46,4.5,VA,-6976.946006620159
F09Q40139911,0,4.875,0.0,810,Y,228000,90,24,4.875,HI,-1883.3350656630848
F09Q40150644,0,5.0,0.0,685,N,124000,49,30,5.0,VA,-4070.9709744938727
F09Q20292099,0,4.75,0.0,782,Y,125000,57,27,4.75,NM,-5455.763225865804
F09Q30022852,0,5.25,0.0,760,N,48000,81,999,5.25,OH,-1398.0541218522785
F09Q40345978,0,5.25,0.0,796,N,385000,83,999,5.25,CA,-6291.833562624258
F09Q20503751,0,5.5,0.0,790,N,60000,46,52,5.5,IL,-1728.434794200533
F09Q20046091,0,5.0,0.0,674,N,90000,70,42,5.0,IN,-1142.165056537232
F09Q20093903,0,4.75,0.0,752,N,412000,21,52,4.75,CA,-6860.776966132092
F09Q20293064,0,5.125,0.0,764,N,94000,75,33,5.125,GA,-4216.752399430447
F09Q20436921,0,4.5,0.0,808,N,296000,75,16,4.5,CA,-3330.963283155461
F09Q40408222,0,4.875,0.0,803,N,196000,91,33,4.875,TX,-5882.89757028433
F09Q40122775,0,5.125,0.0,708,N,126000,80,33,5.125,CA,-5402.784010337648
F09Q30411980,0,4.875,0.0,783,N,287000,70,999,4.875,WA,-1844.38329489231
F09Q20677725,0,5.25,0.0,760,N,282000,80,28,5.25,CT,-8362.401491326382
F09Q20133068,0,4.75,0.0,696,N,167000,90,38,4.75,TX,-7555.00273772691
F09Q30410934,0,5.0,0.0,803,N,212000,80,37,5.0,TX,-6368.288142906705
F09Q30354261,0,5.25,0.0,788,Y,202000,90,38,5.25,NJ,-2289.124671442022
F09Q30031418,0,4.75,0.0,789,N,188000,79,27,4.75,OR,-7615.911037647785
F09Q20441396,0,3.875,0.0,736,N,414000,96,999,5.125,NJ,-7498.141301975382
F09Q20493191,0,4.875,0.0,782,N,195000,70,13,4.875,DE,-2196.383328341381
F09Q40109968,0,5.25,0.0,695,N,130000,57,26,5.25,IL,-3487.169026330814
F09Q20583632,0,4.875,0.0,791,N,159000,45,18,4.875,VA,-5837.354853065763
F09Q20369055,0,5.25,0.0,667,Y,102000,80,27,5.25,CO,-4706.805561171454
F09Q20543435,0,4.875,0.0,767,N,154000,102,999,4.875,OH,-7609.011249076175
F09Q30180344,0,5.0,0.0,793,Y,243000,90,26,5.0,NY,-5019.38379229454
F09Q20022531,0,4.875,0.0,714,N,146000,41,15,4.875,PA,-4584.4303337399215
F09Q40425132,0,4.75,0.0,793,N,340000,80,45,4.75,CA,-6966.842205138878
F09Q20352699,0,4.75,0.0,778,N,417000,60,26,4.75,CO,-5248.114236310254
F09Q20412058,0,4.625,0.0,778,N,169000,75,18,4.625,TX,-6130.692909649659
F09Q20509668,0,4.75,0.0,740,N,133000,82,34,4.75,TX,-9826.424863899929
F09Q20030105,0,4.875,0.0,769,N,170000,80,25,4.875,GA,-4819.554177656361
F09Q20041463,0,4.5,0.0,799,N,94000,60,24,4.5,NH,-3604.508084083707
F09Q40134386,0,4.875,0.0,696,N,417000,71,28,4.875,NY,-6054.214245749552
F09Q20220642,0,4.25,0.0,733,N,207000,70,53,4.25,NY,-5543.163380762671
F09Q30057640,0,5.25,0.0,809,N,144000,80,13,5.25,AR,-5957.97126454086
F09Q20128002,0,6.125,0.0,809,N,105000,45,47,6.125,CO,-5513.38534288168
F09Q20432559,0,4.875,0.0,808,N,125000,45,33,4.875,GA,-8142.294813942516
F09Q20695337,0,4.875,0.0,759,N,284000,105,999,4.875,NY,-2384.2437695843973
F09Q40318447,0,5.25,0.0,792,N,86000,74,999,5.25,WI,-6492.878038884074
F09Q40283732,0,4.875,0.0,732,N,130000,80,46,4.875,NY,-1186.583682106875
F09Q30145289,0,4.5,0.0,788,Y,290000,90,26,4.5,NH,-7352.373199325472
F09Q40084542,0,4.25,0.0,771,Y,88000,80,18,4.25,MN,-4824.234430290524
F09Q40049991,0,5.0,0.0,797,N,75000,49,31,5.0,KY,-6014.996583931878
F09Q20305514,0,4.875,0.0,808,N,185000,63,21,4.875,MO,-6292.1309990311365
F09Q40312812,0,4.875,0.0,728,N,234000,61,45,4.875,MD,-9711.182741740677
F09Q20641025,0,4.875,0.0,786,N,213000,85,31,4.875,NY,-2236.9074301655724
F09Q40398659,0,4.875,0.0,714,N,107000,71,20,4.875,TX,-4442.871420892844
F09Q40391426,0,4.875,0.0,766,N,168000,68,30,4.875,TX,-1138.5196047446618
F09Q30241223,0,5.375,0.0,768,Y,176000,80,23,5.375,IL,-2980.792992587207
F09Q20096157,0,4.625,0.0,726,N,81000,75,17,4.625,TX,-5496.135677356263
F09Q30310506,0,6.25,0.0,676,N,62000,80,38,6.25,KY,-5708.153020714538
F09Q30300739,0,5.625,0.0,695,N,107000,49,46,5.625,PA,-2190.452739315104
F09Q20565076,0,4.875,0.0,750,N,381000,70,45,4.875,CA,-1976.3089954767413
F09Q20010861,0,4.875,0.0,733,Y,76000,95,23,4.875,IN,-5724.560974254308
F09Q40410662,0,4.75,0.0,795,N,342000,90,30,4.75,LA,-6347.881245442102
F09Q20120510,0,4.25,0.0,685,Y,176000,80,19,4.25,NC,-3690.671729674357
F09Q40444242,0,5.375,0.0,773,N,70000,78,20,5.375,NY,-5771.023392659086
F09Q30036254,0,4.625,0.0,785,N,390000,60,36,4.625,CT,-3125.968590031081
F09Q20434484,0,5.625,0.0,729,N,114000,80,44,5.625,IL,-8697.691456272349
F09Q20331593,0,4.875,0.0,781,N,417000,85,40,4.875,PA,-1755.8227856831556
F09Q10251533,0,4.375,0.0,784,N,250000,80,41,4.375,FL,-6064.914875832633
F09Q40024791,0,5.375,0.0,786,N,294000,75,36,5.375,CT,-2357.4646907853603
F09Q20599905,0,4.375,0.0,787,N,118000,37,40,4.375,NJ,-1160.84933689089
F09Q40003997,0,4.375,0.0,808,N,139000,49,17,4.375,NY,-6908.572629315292
F09Q20328887,0,4.875,0.0,805,N,544000,80,15,4.875,CA,-8625.71752432279
F09Q40202114,0,5.25,0.0,773,N,639000,69,38,5.25,MD,-9018.59864844998
F09Q40005350,0,5.0,0.0,788,N,76000,95,27,5.0,IL,-5132.698209287015
F09Q40116255,0,4.5,0.0,763,N,120000,66,32,4.5,DE,-4861.321749596255
F09Q40139346,0,5.375,0.0,791,Y,192000,80,41,5.375,CA,-7264.686818740109
F09Q20515442,0,5.375,0.0,776,N,194000,80,24,5.375,CT,-8113.914160421694
F09Q20268016,0,4.25,0.0,794,N,247000,78,43,4.25,GA,-7440.131142823443
F09Q40001558,0,4.5,0.0,804,N,346000,74,22,4.5,SC,-9831.401273465815
F09Q40378239,0,5.0,0.0,775,N,368000,90,43,5.0,NY,-2858.3253504088643
F09Q30153031,0,5.875,0.0,794,N,306000,91,999,5.875,GA,-1200.151508531368
F09Q30036556,0,5.0,0.0,780,N,92000,80,27,5.0,IL,-5863.576562771466
F09Q30054678,0,4.625,0.0,795,N,86000,48,41,4.625,WI,-3812.8683671785247
F09Q20139864,0,4.75,0.0,802,Y,417000,90,43,4.75,CA,-6269.753962324302
F09Q30084362,0,4.875,0.0,806,N,185000,49,47,4.875,NM,-6422.362147094449
F09Q20351776,0,4.875,0.0,723,N,296000,80,53,4.875,OR,-5408.393581411994
F09Q20245623,0,4.75,0.0,751,N,230000,78,31,4.75,HI,-9337.78426728028
F09Q40180495,0,5.0,0.0,761,N,98000,75,50,5.0,CA,-9551.722213039857
F09Q30082046,0,4.75,0.0,809,N,132000,80,30,4.75,WA,-9023.45085963463
F09Q20060330,0,4.875,0.0,639,N,85000,65,55,4.875,SD,-8723.264716920075
F09Q20719568,0,4.875,0.0,722,Y,95000,79,48,4.875,PA,-3439.390344281618
F09Q30313034,0,4.875,0.0,786,N,600000,59,27,4.875,NJ,-9107.168725675036
F09Q30429810,0,5.0,0.0,800,Y,95000,90,20,5.0,SC,-2384.376536744656
F09Q30093101,0,4.25,0.0,814,N,417000,76,43,4.25,CA,-3404.35821471579
F09Q20720499,0,4.5,0.0,772,N,417000,73,40,4.5,PR,-4703.38518873406
F09Q20219859,0,4.875,0.0,623,N,99000,75,17,4.875,SD,-3570.1586957214918
F09Q20073086,0,4.5,0.0,751,N,110000,53,42,4.5,TX,-8625.466748430792
F09Q40359913,0,4.75,0.0,697,N,75000,43,37,4.75,MD,-9426.5058079523
F09Q20533941,0,4.875,0.0,737,Y,221000,80,30,4.875,WA,-4490.882580708664
F09Q20139888,0,4.625,0.0,772,N,204000,80,42,4.625,PA,-8272.449611601796
F09Q20003461,0,4.875,0.0,732,N,405000,78,55,4.875,VA,-2637.7264818640965
F09Q20592707,11,5.375,0.0,702,N,180000,80,37,5.375,TX,-8615.809681357216
F09Q40123270,0,5.5,0.0,738,N,112000,78,45,5.5,NY,-1844.956346096847
F09Q20202631,0,4.5,0.0,712,N,136000,85,38,4.5,MN,-6997.51607174856
F09Q20689630,0,4.5,0.0,803,N,228000,84,999,4.5,CO,-8136.201288861311
F09Q30137979,0,5.0,0.0,742,N,275000,33,14,5.0,CA,-2825.25162281466
F09Q40092653,0,5.0,0.0,730,N,240000,80,39,5.0,WI,-5971.971567707307
F09Q40391492,0,4.875,0.0,776,N,153000,74,29,4.875,AL,-3737.279380917916
F09Q40318060,0,5.25,0.0,728,N,101000,43,999,5.25,TX,-9861.821914680264
F09Q20300913,0,4.625,0.0,688,N,258000,60,32,4.625,NY,-2257.8506675840445
F09Q20483023,0,4.835,0.0,789,N,78000,52,21,4.835,NY,-5877.514301744944
F09Q20156109,0,4.875,0.0,790,N,491000,73,22,4.875,CA,-8257.634420227707
F09Q20300409,0,4.75,0.0,775,N,278000,39,20,4.75,MA,-8296.266875454528
F09Q30115614,0,4.25,0.0,797,N,51000,28,10,4.25,NC,-8107.649853733244
F09Q30011502,0,4.875,0.0,789,N,178000,67,29,4.875,WI,-9378.537078741238
F09Q40044873,0,4.875,0.0,763,N,90000,73,29,4.875,CO,-5224.621178986395
F09Q40295263,0,4.875,0.0,710,N,207000,68,34,4.875,MO,-6497.908101194537
F09Q20661968,0,5.125,0.0,813,N,405000,74,41,5.125,CO,-5111.3673262807215
F09Q20379206,0,5.25,0.0,651,N,91000,66,29,5.25,AR,-1666.3871934608962
F09Q30118229,0,4.875,0.0,777,N,226000,55,34,4.875,CA,-7273.398010371568
F09Q40067939,0,4.25,0.0,797,N,200000,31,30,4.25,CT,-8623.581308312967
F09Q20703832,0,5.0,0.0,680,N,235000,56,54,5.0,NY,-3903.630296031856
F09Q40266964,0,5.375,0.0,779,N,152000,74,23,5.375,NH,-3279.9885883870693
F09Q40370518,0,4.75,0.0,806,N,102000,61,999,4.75,VA,-9495.474948458364
F09Q20322693,0,4.75,0.0,782,N,402000,70,32,4.75,MD,-7226.588589740195
F09Q20178532,0,4.625,0.0,739,N,146000,51,47,4.625,MI,-5510.026494985065
F09Q20258077,0,4.75,0.0,763,N,100000,73,24,4.75,VT,-6300.927066855772
F09Q40340761,11,5.875,2229.05,771,N,207000,100,999,5.875,DE,-2347.320794822119
F09Q20250238,0,4.375,0.0,764,N,77000,58,32,4.375,IN,-4899.675716817798
F09Q30097476,0,4.625,0.0,758,N,354000,92,999,4.625,FL,-1488.8684921243778
